Model Name,Brand,Processor,RAM,Storage,Display,Operating System,Color,Body Type,Weight,Warranty,Price (BDT)
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,32GB,128GB SSD,"14"" FHD",Chrome OS,Blue,Magnesium Alloy,1.25kg,2 Years,84122
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,12GB,256GB SSD,"14"" FHD",Windows 10,Black,Aluminum,2.00kg,3 Years,204078
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,8GB,128GB SSD,"15.6"" FHD",Windows 10,Blue,Magnesium Alloy,2.00kg,1 Year,202217
ASUS VivoBook 15,ASUS,Intel Core i7 13th Gen,16GB,256GB SSD,"13.3"" FHD",macOS Ventura,Gray,Metal,2.00kg,1 Year,122487
LG Gram 14,LG,AMD Ryzen 7 5800U,12GB,512GB SSD,"17"" FHD",Windows 11,White,Plastic,1.40kg,1 Year,248712
HP Victus 15,HP,Intel Core i9 13th Gen,32GB,512GB SSD,"15.6"" FHD",Windows 10,Gray,Aluminum,1.40kg,1 Year,111504
Dell XPS 13,Dell,Intel Core i3 11th Gen,8GB,256GB SSD,"13.3"" FHD",Chrome OS,Silver,Plastic,2.00kg,3 Years,103514
Acer Aspire 5,Acer,Apple M2,12GB,1TB SSD,"17"" FHD",Windows 10,Black,Plastic,1.75kg,1 Year,172369
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Plastic,0.99kg,2 Years,191827
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,16GB,256GB SSD,"14"" FHD",Windows 11,Gray,Aluminum,1.40kg,1 Year,78252
Dell Inspiron 14,Dell,Apple M2,4GB,128GB SSD,"16"" QHD",Windows 10,Silver,Carbon Fiber,1.75kg,2 Years,107541
ASUS VivoBook 15,ASUS,Intel Core i5 12th Gen,4GB,256GB SSD,"13.3"" FHD",Chrome OS,Gray,Aluminum,1.25kg,2 Years,176963
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,16GB,256GB SSD,"17"" FHD",Chrome OS,Blue,Magnesium Alloy,1.25kg,1 Year,40952
LG Gram 14,LG,Apple M2,4GB,1TB SSD,"15.6"" FHD",Windows 11,Gray,Aluminum,1.40kg,3 Years,70467
HP Victus 15,HP,Apple M2,8GB,256GB SSD,"13.3"" FHD",macOS Ventura,Blue,Magnesium Alloy,0.99kg,3 Years,179528
HP Victus 15,HP,Intel Core i9 13th Gen,12GB,128GB SSD,"14"" FHD",Windows 11,Gray,Metal,2.00kg,1 Year,205661
Walton Prelude N41,Walton,AMD Ryzen 5 5500U,32GB,128GB SSD,"16"" QHD",Windows 10,Gray,Aluminum,1.25kg,2 Years,233358
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,12GB,1TB SSD,"14"" FHD",Chrome OS,Black,Plastic,1.75kg,1 Year,248665
Apple MacBook Pro M2,Apple,AMD Ryzen 5 5500U,4GB,256GB SSD,"17"" FHD",macOS Ventura,Silver,Metal,0.99kg,1 Year,223683
Dell Inspiron 14,Dell,Intel Core i3 11th Gen,4GB,256GB SSD,"14"" FHD",Windows 10,Gray,Aluminum,1.40kg,2 Years,84389
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,12GB,128GB SSD,"15.6"" FHD",Windows 11,Silver,Magnesium Alloy,1.25kg,1 Year,153857
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,32GB,256GB SSD,"15.6"" FHD",Windows 11,Blue,Carbon Fiber,1.75kg,3 Years,244986
HP Pavilion 15,HP,Intel Core i7 13th Gen,16GB,512GB SSD,"16"" QHD",Windows 10,Black,Metal,1.75kg,1 Year,226177
LG Gram 14,LG,AMD Ryzen 5 5500U,16GB,1TB SSD,"14"" FHD",Windows 10,Blue,Plastic,1.25kg,1 Year,60963
Apple MacBook Pro M2,Apple,Intel Core i9 13th Gen,12GB,128GB SSD,"15.6"" FHD",Chrome OS,Gray,Carbon Fiber,1.40kg,1 Year,87015
LG Gram 14,LG,Intel Core i9 13th Gen,12GB,128GB SSD,"14"" FHD",Chrome OS,Blue,Magnesium Alloy,2.00kg,3 Years,249474
HP Victus 15,HP,AMD Ryzen 5 5500U,32GB,512GB SSD,"14"" FHD",macOS Ventura,Gray,Aluminum,0.99kg,2 Years,74532
Apple MacBook Air M1,Apple,Apple M1,4GB,128GB SSD,"16"" QHD",Chrome OS,White,Plastic,0.99kg,2 Years,219473
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,16GB,128GB SSD,"13.3"" FHD",macOS Ventura,Gray,Aluminum,1.75kg,1 Year,94919
Acer Aspire 5,Acer,Intel Core i9 13th Gen,8GB,1TB SSD,"16"" QHD",Windows 10,White,Metal,1.40kg,2 Years,235962
LG Gram 14,LG,Apple M1,4GB,512GB SSD,"15.6"" FHD",Windows 10,Blue,Magnesium Alloy,0.99kg,2 Years,148535
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,4GB,1TB SSD,"14"" FHD",Chrome OS,Black,Carbon Fiber,1.40kg,2 Years,64647
Dell Inspiron 14,Dell,Intel Core i3 11th Gen,32GB,1TB SSD,"16"" QHD",macOS Ventura,Gray,Metal,0.99kg,1 Year,49587
LG Gram 14,LG,Intel Core i7 13th Gen,12GB,256GB SSD,"16"" QHD",macOS Ventura,Silver,Metal,2.00kg,3 Years,217286
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,4GB,1TB SSD,"17"" FHD",Windows 10,Black,Metal,1.40kg,2 Years,236355
Dell XPS 13,Dell,Intel Core i5 12th Gen,8GB,1TB SSD,"13.3"" FHD",macOS Ventura,Silver,Aluminum,1.75kg,2 Years,168975
ASUS ROG Zephyrus G14,ASUS,Apple M1,12GB,1TB SSD,"16"" QHD",Windows 10,Black,Aluminum,1.25kg,1 Year,39285
Dell XPS 13,Dell,Intel Core i7 13th Gen,8GB,512GB SSD,"16"" QHD",Chrome OS,Silver,Aluminum,2.00kg,2 Years,211060
LG Gram 14,LG,Intel Core i5 12th Gen,4GB,256GB SSD,"17"" FHD",Windows 10,Blue,Carbon Fiber,1.25kg,1 Year,81340
Dell Inspiron 14,Dell,AMD Ryzen 5 5500U,16GB,512GB SSD,"15.6"" FHD",Windows 11,Gray,Plastic,1.25kg,2 Years,129434
MSI GF63 Thin,MSI,Apple M1,8GB,128GB SSD,"13.3"" FHD",Windows 10,White,Metal,1.40kg,3 Years,180370
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,4GB,512GB SSD,"15.6"" FHD",Windows 11,White,Magnesium Alloy,0.99kg,1 Year,184077
Apple MacBook Air M1,Apple,Apple M1,4GB,128GB SSD,"16"" QHD",macOS Ventura,Gray,Aluminum,1.75kg,1 Year,181257
Acer Aspire 5,Acer,Apple M1,4GB,128GB SSD,"13.3"" FHD",Windows 10,Black,Aluminum,0.99kg,3 Years,218697
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,8GB,128GB SSD,"14"" FHD",Windows 11,White,Carbon Fiber,1.75kg,2 Years,125850
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,4GB,256GB SSD,"16"" QHD",Chrome OS,White,Metal,2.00kg,1 Year,90596
Apple MacBook Pro M2,Apple,Apple M1,8GB,512GB SSD,"16"" QHD",Windows 10,Silver,Aluminum,2.00kg,3 Years,98016
HP Victus 15,HP,AMD Ryzen 7 5800U,8GB,512GB SSD,"13.3"" FHD",Chrome OS,Silver,Carbon Fiber,0.99kg,1 Year,236098
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,12GB,256GB SSD,"14"" FHD",Windows 10,White,Plastic,2.00kg,2 Years,188940
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,16GB,1TB SSD,"16"" QHD",macOS Ventura,Gray,Aluminum,0.99kg,3 Years,129090
Walton Prelude N41,Walton,Intel Core i3 11th Gen,4GB,1TB SSD,"16"" QHD",Windows 10,Black,Metal,0.99kg,3 Years,178535
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,16GB,1TB SSD,"17"" FHD",Chrome OS,Gray,Aluminum,2.00kg,3 Years,107622
Walton Prelude N41,Walton,Intel Core i3 11th Gen,32GB,128GB SSD,"14"" FHD",Chrome OS,White,Plastic,1.25kg,1 Year,73813
HP Pavilion 15,HP,Intel Core i9 13th Gen,8GB,256GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,1.25kg,1 Year,76867
Dell XPS 13,Dell,AMD Ryzen 7 5800U,16GB,128GB SSD,"13.3"" FHD",Chrome OS,Blue,Magnesium Alloy,0.99kg,1 Year,149331
Dell Inspiron 14,Dell,Apple M2,16GB,512GB SSD,"14"" FHD",Windows 11,Black,Plastic,2.00kg,1 Year,44994
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,8GB,512GB SSD,"15.6"" FHD",Windows 11,Gray,Aluminum,1.75kg,2 Years,70264
Walton Prelude N41,Walton,Apple M2,32GB,1TB SSD,"16"" QHD",Chrome OS,Black,Metal,2.00kg,3 Years,191809
HP Victus 15,HP,AMD Ryzen 5 5500U,4GB,1TB SSD,"16"" QHD",Chrome OS,Blue,Metal,1.75kg,3 Years,111024
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,4GB,512GB SSD,"13.3"" FHD",Windows 10,Silver,Carbon Fiber,2.00kg,1 Year,161189
ASUS VivoBook 15,ASUS,Apple M2,16GB,128GB SSD,"15.6"" FHD",Windows 10,White,Carbon Fiber,2.00kg,1 Year,38106
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,8GB,512GB SSD,"15.6"" FHD",Windows 11,Gray,Plastic,1.40kg,1 Year,40706
Walton Tamarind EX10,Walton,Intel Core i5 12th Gen,12GB,256GB SSD,"13.3"" FHD",Windows 11,White,Plastic,0.99kg,3 Years,73639
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,32GB,512GB SSD,"13.3"" FHD",Windows 10,Black,Carbon Fiber,1.40kg,1 Year,155148
Dell XPS 13,Dell,Intel Core i5 12th Gen,12GB,1TB SSD,"13.3"" FHD",Windows 11,Black,Metal,1.40kg,2 Years,240272
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,8GB,256GB SSD,"13.3"" FHD",Chrome OS,Silver,Plastic,1.40kg,2 Years,61768
Dell Inspiron 14,Dell,Apple M2,8GB,512GB SSD,"14"" FHD",macOS Ventura,Black,Metal,1.25kg,3 Years,142613
Dell Inspiron 14,Dell,Apple M1,16GB,512GB SSD,"14"" FHD",Windows 10,Silver,Metal,1.40kg,1 Year,108580
Apple MacBook Pro M2,Apple,Intel Core i3 11th Gen,16GB,1TB SSD,"15.6"" FHD",Windows 10,Gray,Plastic,2.00kg,1 Year,228453
Walton Prelude N41,Walton,Intel Core i7 13th Gen,16GB,128GB SSD,"13.3"" FHD",macOS Ventura,Gray,Metal,2.00kg,3 Years,230298
Apple MacBook Pro M2,Apple,Apple M2,8GB,1TB SSD,"16"" QHD",Chrome OS,Gray,Carbon Fiber,0.99kg,2 Years,162821
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,32GB,256GB SSD,"14"" FHD",Windows 10,Blue,Metal,0.99kg,2 Years,137712
ASUS VivoBook 15,ASUS,Intel Core i5 12th Gen,32GB,512GB SSD,"17"" FHD",macOS Ventura,White,Magnesium Alloy,0.99kg,1 Year,54482
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,16GB,512GB SSD,"16"" QHD",Windows 10,Gray,Plastic,1.75kg,2 Years,241606
Acer Aspire 5,Acer,AMD Ryzen 5 5500U,8GB,512GB SSD,"14"" FHD",Windows 10,Blue,Carbon Fiber,0.99kg,3 Years,122343
Walton Tamarind EX10,Walton,Intel Core i5 12th Gen,8GB,512GB SSD,"13.3"" FHD",macOS Ventura,Black,Carbon Fiber,0.99kg,3 Years,244601
HP Victus 15,HP,Intel Core i3 11th Gen,8GB,1TB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,2.00kg,1 Year,159189
Apple MacBook Air M2,Apple,Intel Core i5 12th Gen,32GB,128GB SSD,"16"" QHD",Windows 10,Silver,Carbon Fiber,1.25kg,3 Years,71135
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,4GB,512GB SSD,"14"" FHD",Windows 11,Gray,Aluminum,0.99kg,1 Year,109143
HP Victus 15,HP,Intel Core i3 11th Gen,16GB,128GB SSD,"17"" FHD",Windows 10,White,Metal,1.25kg,1 Year,75627
MSI GF63 Thin,MSI,Intel Core i7 13th Gen,12GB,1TB SSD,"13.3"" FHD",Windows 11,Gray,Aluminum,1.75kg,2 Years,51387
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,1.75kg,3 Years,50905
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,16GB,128GB SSD,"16"" QHD",Windows 11,Black,Carbon Fiber,1.25kg,3 Years,92869
ASUS ROG Zephyrus G14,ASUS,Apple M2,4GB,128GB SSD,"14"" FHD",macOS Ventura,White,Aluminum,2.00kg,1 Year,74464
LG Gram 14,LG,Apple M1,4GB,256GB SSD,"13.3"" FHD",Chrome OS,Blue,Metal,1.75kg,3 Years,240840
HP Pavilion 15,HP,Apple M2,8GB,512GB SSD,"16"" QHD",Windows 11,Silver,Carbon Fiber,1.75kg,3 Years,140101
HP Victus 15,HP,Apple M1,4GB,1TB SSD,"17"" FHD",Chrome OS,Gray,Metal,0.99kg,2 Years,217563
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,16GB,128GB SSD,"13.3"" FHD",macOS Ventura,Black,Magnesium Alloy,1.40kg,1 Year,41311
Walton Tamarind EX10,Walton,Apple M2,4GB,512GB SSD,"17"" FHD",Windows 11,White,Magnesium Alloy,1.25kg,2 Years,248944
HP Victus 15,HP,Intel Core i5 12th Gen,12GB,128GB SSD,"16"" QHD",Windows 10,Silver,Carbon Fiber,1.25kg,2 Years,86203
HP Pavilion 15,HP,Intel Core i5 12th Gen,32GB,1TB SSD,"15.6"" FHD",Windows 11,Silver,Metal,1.75kg,1 Year,220612
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,12GB,512GB SSD,"14"" FHD",Windows 11,Silver,Metal,2.00kg,2 Years,147288
Apple MacBook Pro M2,Apple,Intel Core i9 13th Gen,16GB,128GB SSD,"13.3"" FHD",Chrome OS,Black,Metal,1.40kg,1 Year,213946
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,16GB,1TB SSD,"14"" FHD",macOS Ventura,Blue,Magnesium Alloy,1.75kg,2 Years,70031
HP Pavilion 15,HP,Intel Core i7 13th Gen,16GB,512GB SSD,"17"" FHD",Windows 10,Black,Metal,1.40kg,2 Years,182198
Dell XPS 13,Dell,AMD Ryzen 7 5800U,12GB,128GB SSD,"17"" FHD",macOS Ventura,Black,Aluminum,2.00kg,3 Years,110611
LG Gram 14,LG,AMD Ryzen 7 5800U,16GB,1TB SSD,"16"" QHD",Windows 11,Gray,Carbon Fiber,1.40kg,2 Years,58399
LG Gram 14,LG,Intel Core i3 11th Gen,8GB,128GB SSD,"13.3"" FHD",Chrome OS,Gray,Aluminum,2.00kg,3 Years,176578
LG Gram 14,LG,AMD Ryzen 7 5800U,4GB,128GB SSD,"14"" FHD",Chrome OS,White,Plastic,2.00kg,2 Years,175886
LG Gram 14,LG,Apple M2,4GB,1TB SSD,"14"" FHD",Windows 10,White,Aluminum,1.25kg,2 Years,59316
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,12GB,256GB SSD,"17"" FHD",macOS Ventura,Black,Metal,1.75kg,3 Years,191130
LG Gram 14,LG,Intel Core i9 13th Gen,16GB,1TB SSD,"13.3"" FHD",Chrome OS,Black,Metal,1.75kg,3 Years,177430
LG Gram 14,LG,AMD Ryzen 5 5500U,32GB,128GB SSD,"13.3"" FHD",Windows 11,Black,Carbon Fiber,2.00kg,2 Years,92784
ASUS ROG Zephyrus G14,ASUS,Apple M2,8GB,1TB SSD,"16"" QHD",macOS Ventura,Black,Aluminum,2.00kg,1 Year,245405
HP Victus 15,HP,Intel Core i7 13th Gen,12GB,256GB SSD,"13.3"" FHD",Windows 11,Silver,Carbon Fiber,1.40kg,2 Years,154846
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,12GB,256GB SSD,"15.6"" FHD",macOS Ventura,Silver,Magnesium Alloy,1.40kg,1 Year,192793
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,8GB,512GB SSD,"15.6"" FHD",macOS Ventura,Gray,Plastic,0.99kg,3 Years,219478
Walton Tamarind EX10,Walton,Apple M2,12GB,256GB SSD,"15.6"" FHD",macOS Ventura,Blue,Plastic,1.75kg,2 Years,43267
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,16GB,256GB SSD,"16"" QHD",macOS Ventura,White,Carbon Fiber,1.40kg,1 Year,111366
HP Victus 15,HP,Intel Core i7 13th Gen,8GB,256GB SSD,"16"" QHD",Chrome OS,Silver,Plastic,1.25kg,3 Years,195586
Walton Prelude N41,Walton,Apple M1,4GB,1TB SSD,"13.3"" FHD",Chrome OS,Black,Plastic,2.00kg,1 Year,50642
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,32GB,512GB SSD,"15.6"" FHD",Chrome OS,White,Carbon Fiber,1.75kg,3 Years,228851
HP Victus 15,HP,AMD Ryzen 5 5500U,8GB,512GB SSD,"15.6"" FHD",Windows 11,Silver,Metal,1.75kg,3 Years,222823
Dell XPS 13,Dell,Intel Core i5 12th Gen,32GB,1TB SSD,"15.6"" FHD",Windows 10,Black,Aluminum,0.99kg,2 Years,173679
MSI GF63 Thin,MSI,Apple M1,32GB,512GB SSD,"17"" FHD",Chrome OS,Silver,Carbon Fiber,0.99kg,3 Years,81277
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,32GB,256GB SSD,"17"" FHD",Windows 11,Blue,Plastic,1.40kg,3 Years,200992
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,1.75kg,2 Years,126822
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,16GB,1TB SSD,"17"" FHD",Chrome OS,Gray,Magnesium Alloy,1.25kg,3 Years,88021
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,4GB,128GB SSD,"14"" FHD",Windows 10,Blue,Metal,0.99kg,3 Years,74412
Walton Prelude N41,Walton,Apple M2,12GB,256GB SSD,"14"" FHD",Chrome OS,Gray,Aluminum,1.25kg,2 Years,149005
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,8GB,512GB SSD,"17"" FHD",Chrome OS,Blue,Metal,0.99kg,1 Year,136783
Apple MacBook Air M1,Apple,Apple M1,8GB,1TB SSD,"14"" FHD",Windows 10,Gray,Plastic,1.40kg,3 Years,188464
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,16GB,1TB SSD,"14"" FHD",Windows 11,Gray,Plastic,1.40kg,2 Years,66668
ASUS ROG Zephyrus G14,ASUS,Apple M1,4GB,256GB SSD,"15.6"" FHD",Windows 10,Silver,Magnesium Alloy,2.00kg,2 Years,156889
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,32GB,512GB SSD,"15.6"" FHD",Windows 11,White,Magnesium Alloy,0.99kg,3 Years,139258
HP Pavilion 15,HP,Intel Core i7 13th Gen,32GB,512GB SSD,"17"" FHD",Windows 11,Blue,Plastic,2.00kg,2 Years,49140
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,32GB,256GB SSD,"14"" FHD",Windows 10,Gray,Carbon Fiber,1.75kg,1 Year,144299
HP Victus 15,HP,Apple M2,4GB,128GB SSD,"14"" FHD",Chrome OS,White,Aluminum,1.40kg,3 Years,90369
HP Pavilion 15,HP,Intel Core i5 12th Gen,12GB,256GB SSD,"14"" FHD",Windows 11,Blue,Plastic,0.99kg,3 Years,151564
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,4GB,256GB SSD,"13.3"" FHD",Windows 11,White,Magnesium Alloy,1.25kg,1 Year,213651
MSI GF63 Thin,MSI,Apple M1,12GB,512GB SSD,"17"" FHD",Chrome OS,White,Aluminum,1.40kg,2 Years,97894
Acer Aspire 5,Acer,Apple M1,16GB,1TB SSD,"15.6"" FHD",Windows 10,Blue,Plastic,0.99kg,2 Years,208666
MSI GF63 Thin,MSI,Apple M1,32GB,256GB SSD,"14"" FHD",Chrome OS,Gray,Magnesium Alloy,1.25kg,3 Years,211879
ASUS VivoBook 15,ASUS,Apple M1,12GB,1TB SSD,"13.3"" FHD",Windows 11,Black,Plastic,1.75kg,3 Years,174303
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,32GB,128GB SSD,"13.3"" FHD",macOS Ventura,White,Carbon Fiber,2.00kg,3 Years,230739
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,16GB,512GB SSD,"13.3"" FHD",Windows 11,Gray,Plastic,1.75kg,1 Year,67937
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i5 12th Gen,12GB,1TB SSD,"17"" FHD",macOS Ventura,Gray,Magnesium Alloy,1.25kg,2 Years,226573
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,32GB,256GB SSD,"13.3"" FHD",Windows 11,Gray,Aluminum,1.25kg,1 Year,221684
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,8GB,128GB SSD,"13.3"" FHD",Windows 11,Gray,Magnesium Alloy,1.75kg,1 Year,182641
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,4GB,1TB SSD,"17"" FHD",Windows 10,Gray,Magnesium Alloy,2.00kg,3 Years,169474
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,4GB,256GB SSD,"13.3"" FHD",Windows 10,Black,Plastic,1.40kg,2 Years,41311
Walton Tamarind EX10,Walton,Intel Core i5 12th Gen,16GB,128GB SSD,"14"" FHD",macOS Ventura,Silver,Aluminum,1.40kg,1 Year,220501
MSI GF63 Thin,MSI,Apple M1,16GB,128GB SSD,"17"" FHD",Windows 11,Gray,Carbon Fiber,1.25kg,1 Year,89777
LG Gram 14,LG,Intel Core i7 13th Gen,8GB,1TB SSD,"17"" FHD",Windows 11,Silver,Plastic,1.75kg,2 Years,121276
Walton Tamarind EX10,Walton,Intel Core i3 11th Gen,32GB,1TB SSD,"15.6"" FHD",Chrome OS,Blue,Metal,0.99kg,3 Years,200198
Dell XPS 13,Dell,Intel Core i5 12th Gen,32GB,512GB SSD,"17"" FHD",Windows 10,Black,Metal,1.75kg,3 Years,95397
Walton Prelude N41,Walton,Intel Core i9 13th Gen,8GB,512GB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,1.75kg,3 Years,116518
Apple MacBook Pro M2,Apple,Apple M2,12GB,512GB SSD,"13.3"" FHD",Chrome OS,Black,Aluminum,1.75kg,2 Years,61535
Apple MacBook Pro M2,Apple,Apple M2,12GB,256GB SSD,"14"" FHD",macOS Ventura,Gray,Carbon Fiber,1.40kg,2 Years,84328
Apple MacBook Air M1,Apple,Apple M2,16GB,256GB SSD,"17"" FHD",Windows 11,Silver,Metal,1.75kg,2 Years,124666
Apple MacBook Pro M2,Apple,Intel Core i7 13th Gen,16GB,256GB SSD,"14"" FHD",macOS Ventura,Silver,Magnesium Alloy,0.99kg,2 Years,158045
HP Pavilion 15,HP,Intel Core i3 11th Gen,4GB,256GB SSD,"13.3"" FHD",macOS Ventura,Gray,Magnesium Alloy,0.99kg,2 Years,140819
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,4GB,512GB SSD,"14"" FHD",Chrome OS,Silver,Plastic,1.75kg,3 Years,98330
ASUS VivoBook 15,ASUS,Intel Core i5 12th Gen,12GB,256GB SSD,"15.6"" FHD",macOS Ventura,Blue,Carbon Fiber,1.40kg,2 Years,93319
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,8GB,128GB SSD,"16"" QHD",Chrome OS,White,Magnesium Alloy,1.75kg,2 Years,240951
Walton Tamarind EX10,Walton,Intel Core i3 11th Gen,4GB,1TB SSD,"13.3"" FHD",Windows 10,Silver,Metal,0.99kg,3 Years,158270
LG Gram 14,LG,Intel Core i5 12th Gen,32GB,512GB SSD,"14"" FHD",Chrome OS,Gray,Aluminum,1.40kg,1 Year,183513
HP Victus 15,HP,AMD Ryzen 7 5800U,32GB,512GB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,1.25kg,3 Years,68500
Walton Prelude N41,Walton,Apple M1,12GB,1TB SSD,"16"" QHD",macOS Ventura,White,Metal,0.99kg,1 Year,121935
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,32GB,512GB SSD,"15.6"" FHD",Windows 10,Black,Plastic,1.40kg,2 Years,185148
Apple MacBook Air M2,Apple,Apple M2,32GB,1TB SSD,"15.6"" FHD",Chrome OS,Silver,Magnesium Alloy,2.00kg,2 Years,136137
Walton Prelude N41,Walton,Intel Core i3 11th Gen,4GB,512GB SSD,"16"" QHD",Windows 11,Black,Carbon Fiber,0.99kg,3 Years,95455
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,16GB,256GB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,1.40kg,3 Years,94047
MSI GF63 Thin,MSI,Intel Core i7 13th Gen,12GB,128GB SSD,"13.3"" FHD",Chrome OS,Gray,Metal,1.40kg,1 Year,127595
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,4GB,512GB SSD,"13.3"" FHD",Windows 11,Black,Plastic,2.00kg,3 Years,186850
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,16GB,256GB SSD,"13.3"" FHD",Windows 10,Silver,Carbon Fiber,2.00kg,3 Years,81963
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,12GB,512GB SSD,"14"" FHD",Windows 10,White,Carbon Fiber,1.75kg,2 Years,169635
ASUS ROG Zephyrus G14,ASUS,Intel Core i3 11th Gen,16GB,128GB SSD,"14"" FHD",Chrome OS,Gray,Aluminum,1.75kg,3 Years,83156
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,12GB,256GB SSD,"15.6"" FHD",Windows 11,Blue,Metal,0.99kg,2 Years,164289
HP Victus 15,HP,Apple M2,8GB,128GB SSD,"13.3"" FHD",macOS Ventura,Black,Carbon Fiber,1.75kg,1 Year,183219
Apple MacBook Pro M2,Apple,AMD Ryzen 5 5500U,12GB,256GB SSD,"17"" FHD",Chrome OS,Black,Carbon Fiber,2.00kg,2 Years,194918
LG Gram 14,LG,AMD Ryzen 7 5800U,16GB,256GB SSD,"13.3"" FHD",macOS Ventura,Gray,Plastic,1.40kg,2 Years,203148
MSI GF63 Thin,MSI,Apple M1,12GB,512GB SSD,"14"" FHD",Windows 11,Black,Magnesium Alloy,2.00kg,2 Years,145448
Dell Inspiron 14,Dell,Intel Core i3 11th Gen,12GB,512GB SSD,"15.6"" FHD",Windows 11,White,Aluminum,0.99kg,2 Years,132475
HP Victus 15,HP,Intel Core i9 13th Gen,4GB,512GB SSD,"13.3"" FHD",Chrome OS,Gray,Metal,2.00kg,3 Years,92426
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,12GB,128GB SSD,"16"" QHD",Chrome OS,Blue,Aluminum,1.75kg,3 Years,123022
HP Victus 15,HP,AMD Ryzen 5 5500U,32GB,1TB SSD,"17"" FHD",Chrome OS,Gray,Magnesium Alloy,1.75kg,2 Years,152052
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,32GB,256GB SSD,"16"" QHD",Windows 11,Blue,Metal,1.40kg,3 Years,154654
